year,month,day,hour,weekday,is_weekend,is_holiday,free,maxtempC,mintempC,totalSnow_cm,sunHour,uvIndex,moon_illumination,moonrise,moonset,sunrise,sunset,DewPointC,FeelsLikeC,HeatIndexC,WindChillC,WindGustKmph,cloudcover,humidity,precipMM,pressure,tempC,visibility,winddirDegree,windspeedKmph,speed
0,1,5,21,3,0,0,0.0,22,18,0.0,5.5,5,49,11,0,7,17,18,21,21,21,14,42,83,0.0,1017,22,10,72,9,46.42862783
0,1,5,22,3,0,0,0.0,22,18,0.0,5.5,5,49,11,0,7,17,18,21,21,21,14,42,83,0.0,1017,22,10,72,9,41.54884046
0,1,5,23,3,0,0,0.0,22,18,0.0,5.5,5,49,11,0,7,17,18,21,21,21,14,42,83,0.0,1017,22,10,72,9,46.01634705
0,1,6,0,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,48.24098615
0,1,6,1,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,49.06677181
0,1,6,2,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,49.18225728
0,1,6,3,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,48.76311408
0,1,6,4,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,46.94342278
0,1,6,5,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,45.73259343
0,1,6,6,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,42.42713524
0,1,6,7,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,23.34866211
0,1,6,8,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,12.19279364
0,1,6,9,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,22.46146723
0,1,6,10,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,19.90455086
0,1,6,11,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,17.88062449
0,1,6,12,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,19.31316377
0,1,6,13,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,22.07041128
0,1,6,14,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,19.32455974
0,1,6,15,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,15.4648349
0,1,6,16,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,15.49305212
0,1,6,17,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,7.4106630089999985
0,1,6,18,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,10.70230315
0,1,6,19,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,10.6378703
0,1,6,20,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,22.30837393
0,1,6,21,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,45.55106337
0,1,6,22,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,37.8408453
0,1,6,23,4,0,0,0.0,23,19,0.0,8.7,6,56,24,12,7,17,19,22,23,22,15,32,84,0.0,1015,23,10,85,11,37.79109996
0,1,7,0,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,50.40111545
0,1,7,1,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,48.18210878
0,1,7,2,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,47.82869486
0,1,7,3,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,48.92904872
0,1,7,4,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,49.85827567
0,1,7,5,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,47.75283863
0,1,7,6,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,49.54772466
0,1,7,7,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,40.14849512
0,1,7,8,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,22.20200041
0,1,7,9,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,22.46809181
0,1,7,10,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,25.90171759
0,1,7,11,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,13.30846687
0,1,7,12,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,19.68658036
0,1,7,13,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,17.37472399
0,1,7,14,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,26.70278181
0,1,7,15,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,17.66573979
0,1,7,16,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,16.57825663
0,1,7,17,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,11.49302137
0,1,7,18,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,22.53092866
0,1,7,19,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,31.55926167
0,1,7,20,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,41.20998077
0,1,7,21,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,40.16778996
0,1,7,22,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,35.175395
0,1,7,23,5,1,0,1.0,22,19,0.0,8.7,6,63,13,1,7,17,18,21,22,21,16,41,86,0.0,1014,22,10,86,12,33.350155
0,1,8,0,6,1,0,1.0,24,20,0.0,8.7,6,70,14,2,7,17,18,23,25,23,7,24,76,0.0,1014,24,10,96,5,45.02945502
0,1,8,1,6,1,0,1.0,24,20,0.0,8.7,6,70,14,2,7,17,18,23,25,23,7,24,76,0.0,1014,24,10,96,5,46.27002343
0,1,8,2,6,1,0,1.0,24,20,0.0,8.7,6,70,14,2,7,17,18,23,25,23,7,24,76,0.0,1014,24,10,96,5,45.65299811
0,1,8,3,6,1,0,1.0,24,20,0.0,8.7,6,70,14,2,7,17,18,23,25,23,7,24,76,0.0,1014,24,10,96,5,46.07199492
0,1,8,4,6,1,0,1.0,24,20,0.0,8.7,6,70,14,2,7,17,18,23,25,23,7,24,76,0.0,1014,24,10,96,5,45.51427407
0,1,8,5,6,1,0,1.0,24,20,0.0,8.7,6,70,14,2,7,17,18,23,25,23,7,24,76,0.0,1014,24,10,96,5,44.50013047
0,1,8,6,6,1,0,1.0,24,20,0.0,8.7,6,70,14,2,7,17,18,23,25,23,7,24,76,0.0,1014,24,10,96,5,48.62470619
0,1,8,7,6,1,0,1.0,24,20,0.0,8.7,6,70,14,2,7,17,18,23,25,23,7,24,76,0.0,1014,24,10,96,5,40.45019105
0,1,8,8,6,1,0,1.0,24,20,0.0,8.7,6,70,14,2,7,17,18,23,25,23,7,24,76,0.0,1014,24,10,96,5,44.07312755
